,price
6785,4017000
5922,4130000
2250,5000000
325,5100000
5995,40000000
1749,27900000
5108,3200000
440,13390000
3760,13153700
4632,1940000
5027,2000000
2780,1820000
568,8092200
267,17000
259,3330000
4504,2100000
7652,4890000
704,10760000
6505,18400000
172,4750000
1233,4300000
5543,5300000
1542,20800000
2011,19850000
5159,13500000
5316,7400000
5987,12900000
2005,7700000
733,5400000
4442,1900000
6537,7000000
5529,15000000
4451,5700000
2242,1840000
5135,6690000
2222,77250000
3794,109000000
6757,8650000
829,8229700
4877,3740000
6350,3990000
5092,14000000
563,7250000
5275,7000000
5690,15000000
4793,6500000
3526,19900000
2868,1250000
6368,5800000
7413,72000000
2921,3000000
930,47000000
4549,3650000
3698,23200000
5875,2400000
5499,3900000
7579,2890000
3435,4900000
1228,1990000
5466,4300000
4643,1930000
2826,6250000
3036,5500000
1387,3450000
7388,9250000
7272,3700000
75,5200000
4821,2080000
4626,3400000
5812,6380000
6621,27900000
2325,4800000
5164,7130000
3510,19900000
1526,4990000
2855,1350000
2542,2060000
5188,1850000
6927,16500000
4781,4070000
6780,6000000
997,28000000
6665,9560000
7483,5000000
890,4200000
5538,2300000
5199,4500000
6766,7990000
6195,4950000
3081,4738000
5750,2600000
3257,11890000
4724,1250000
1664,79460000
230,6900000
5966,2990000
2998,2720000
1956,41223800
5327,5200000
2867,3800000
5913,3150000
893,8500000
597,4500756
4808,3600000
5693,23700000
3393,6900000
2654,25000
155,7200000
493,5950000
5131,2890000
7177,3650000
1769,18330000
283,9700000
547,7187944
6584,4900000
3625,30000000
7623,5400000
1141,6600000
4911,3200000
392,6800000
1153,2400000
4310,31520000
6032,3170000
2712,10500000
4592,1800000
5637,3955000
4001,10272000
969,13500000
3273,4990000
210,11922779
6372,2900000
5074,1590000
6542,1850000
5450,3200000
4546,5900000
304,10500000
1552,14800000
548,1990000
6563,15500000
455,7609930
2247,2700000
1193,8800000
4630,12202800
4702,6955000
3422,27100000
5062,1650000
5824,4900000
2529,30943731
4813,6990000
6052,9500000
4755,6955000
1933,8300000
2619,30500000
6154,5300000
3642,34000000
2133,7000000
7149,19700000
47,6798000
2333,11250000
5147,2650000
409,4500000
1571,19900000
6272,46000000
2802,2300000
7526,9100000
6219,4100000
7021,7800000
4853,9000000
6642,15000000
1038,7400000
7084,6500000
6821,20500000
1494,21000000
2714,10900000
6943,3500000
242,4180005
2246,9500000
2428,5450000
3691,16100000
4390,6510000
1159,10590000
4983,1650000
850,10800000
6510,6159400
7132,8200000
6073,9200000
6167,13000000
3342,2590000
5292,20000000
1822,10395000
5540,10500000
4584,3950000
5652,7290000
6564,15850000
5395,5800000
34,5050000
2379,18710000
7424,3100000
1528,9560000
6338,15700000
6590,5700000
589,5900000
5297,8300000
6225,9900000
74,4500000
903,16500000
316,5300000
3986,12900000
288,9170000
4579,5950000
4839,1180000
570,14820000
2058,14409700
6714,6280000
1639,24000000
2770,3810000
1214,3150000
1758,50547768
760,8800000
297,5500000
3726,37900000
562,5000000
5475,8343000
2365,3300000
1089,4840000
4650,4700000
1100,2500000
4495,2090000
5632,11500000
2460,35220000
3631,60750000
5409,3880000
60,22000000
1671,12000000
7678,10484000
1246,4622000
5867,20900000
5393,10500000
7548,2490000
6884,7200000
2609,88701025
3658,24500000
557,5900000
6069,19900000
6810,17000000
4891,4600000
4538,4450000
7713,7450000
606,2699000
4990,6270000
197,11000000
1321,4350000
173,9390000
5242,3499000
4527,3300000
5802,7200000
3079,3697700
2756,31500000
976,10900000
2943,3210000
1066,14000000
5809,21500000
1230,3080000
1630,15699000
2786,1390000
1716,13000000
5118,2399000
7295,19900000
1490,8950000
5568,13400000
6740,16000000
5117,3000000
6998,26500000
4927,1490000
4777,2200000
5781,2100000
1297,4800000
5826,12100000
427,8800000
6226,9500000
3262,3475976
6572,3100000
1034,13500000
1220,3290000
1870,35000000
6312,16000
6787,8390000
3549,13900000
5869,4480000
612,10800000
623,18300000
1905,39700000
860,5300000
2063,13000000
3383,51000000
7013,9570000
1224,7900000
2040,13500000
4979,149000
225,6650000
6811,4850000
1118,11300000
5902,14000000
1772,26000000
4727,3900000
3593,41400000
2138,63000000
7028,9000000
822,8299000
312,6100000
3183,1700000
452,6600000
753,4500000
6839,6000000
3747,38500000
3429,8750000
5884,20600000
1077,10415000
4221,14220000
1136,2600000
2920,4500000
6975,54000000
2435,12800000
776,4680000
1752,16350000
4530,6100000
6771,11700000
3541,9159005
6520,28840000
3465,7600000
5838,35500000
7497,5500000
4661,2200000
7553,3935000
2240,4800000
3540,109000000
4245,11330000
1683,21000000
1718,11900000
1277,4284000
1677,35000000
365,18900000
4509,5350000
551,13200000
4660,2490000
7187,6600000
5616,7000000
1147,2300000
1855,9190000
3460,33000000
4043,5100000
5880,6500000
3607,12500000
2610,69000000
2046,7000000
7076,25000000
1037,6250000
5908,15400000
3210,3990000
2707,11500000
3456,20000000
1623,15900000
7385,15400000
5186,2600000
2487,63917600
3758,44000000
4761,2190000
5105,3670000
5335,8800000
5453,7000000
6306,12800000
6491,6380320
1346,5390000
4545,3800000
137,17000000
1025,6800000
6646,10000000
5655,12500000
1723,12875000
4629,12699600
4722,4960000
644,18500000
5728,6300000
6388,2800000
1959,90000000
6270,5880000
6409,8000000
5433,14510000
1794,26250000
2403,22630000
7440,5990000
7224,3900000
2587,3300000
159,11000000
3739,50000000
4080,4900000
1424,4900000
426,5900000
2967,1400000
5050,5600000
2476,25773200
5375,4900000
4097,13300000
5265,8500000
2889,3950000
4034,24090000
5667,7700000
1093,1790000
6125,14000000
4836,2090000
4523,3600000
5457,6500000
6502,2690000
527,9900000
5919,18900000
4999,2050000
5659,9700000
2614,25000000
1872,12300000
6145,8000000
3214,5445523
6666,44000000
6913,10500000
3149,1350000
3368,1490000
5412,11000000
3326,1200000
4740,3500000
5653,35500000
565,11550000
4171,46900000
5721,2160000
228,3500000
7485,11900000
6016,8700000
6360,11845000
1461,7990000
3014,5800000
1973,7900000
5363,4000000
2264,4600000
182,8500000
4578,18000000
2303,5300000
2972,2390000
6365,34900000
4102,12000000
1380,4390000
3458,13900000
7080,22490000
6066,5800000
561,4499000
295,11900000
7474,4200000
3862,8789000
1027,23180000
2562,4000000
5163,3490000
5054,1700000
3570,25425000
3840,7000000
5339,2899000
41,12350000
6415,62000000
6385,42000000
6456,38990000
4950,6700000
5698,7390000
7451,17500000
5485,10800000
3048,2750000
3148,4100000
3880,22000000
7475,4100000
3521,11450000
7117,35670000
924,38000000
2538,11500000
1450,6990000
5039,5280000
525,5590000
5759,4700000
1067,8000000
5328,19700000
398,8260000
6358,15600000
314,6300000
1394,3150000
1964,4300000
1385,8500000
6157,6290000
4491,1400000
1313,1645000
6582,17800000
5749,2100000
348,14000000
1895,35510000
6895,6950000
2069,6800000
6577,37800000
5272,12300000
2128,14800000
3903,7500000
2784,2720000
789,12400000
809,6000000
6302,5790000
5794,18600000
2178,7890000
7698,19170000
1567,15990000
7025,9400000
167,5500000
1871,7725000
5707,7900000
810,10750000
5931,13510000
977,6550000
904,6800000
2810,4200000
7435,2970000
1328,2470000
6473,14500000
1936,13500000
1169,3250000
7038,7900000
4387,11654000
794,9600000
6824,9500000
2895,4635000
6285,10890000
5933,2350000
152,7000000
1085,5150000
2685,9990000
1502,7990000
5304,6600000
354,9850000
3934,15990000
7484,3100000
2820,2800000
1747,12900000
3609,28000000
3708,6000000
746,4800000
6928,25420000
2865,1950000
4635,1300000
3842,5260000
1832,9300000
6178,78510000
1459,107000000
1070,30900000
3100,8800000
3431,23000000
6985,7300000
1724,14900000
2373,19500000
4677,4730000
1566,18300000
87,7100000
7097,17500000
3656,31500000
2891,6000000
542,3390000
6765,9150000
1624,27000000
4611,2500000
7052,4460000
4790,1890000
5270,8100000
6754,15500000
4057,27800000
1259,3880000
4962,2450000
2263,9000000
6781,4280000
7621,4700000
6921,7900000
1573,8400000
3930,16267020
7529,6000000
2928,3900000
4886,2700000
5533,6750000
1197,6000000
4541,4950000
10,10500000
4569,4600000
4073,13200000
3166,5360000
4665,6100000
5769,8800000
6333,3850000
5505,5500000
3190,9906000
4107,16806020
3238,5651000
4564,5900000
5888,5880000
2438,16300000
3097,2750000
5638,17000000
2861,4290000
1942,10800000
4475,2590000
2226,6250000
594,7990000
559,4700000
3211,4230000
6325,5540000
6009,14850000
3462,36000000
4257,11000000
3062,3079050
3492,25000000
3677,25000000
2414,37000000
5458,7900000
1467,5450000
7036,5200000
633,6600000
7612,3605000
5511,5800000
6911,4600000
3052,1950000
3713,18600000
7535,2390000
3125,1550000
1390,3450000
1722,11900000
2893,2650000
6737,11900000
3783,7900000
5552,4750000
5079,3980000
728,5200000
3994,7580000
3663,4800000
870,13000000
4673,2980000
5573,35000000
5302,19000000
3345,2900000
4699,1750000
1755,9700000
1204,3700000
3657,20600000
5778,23900000
5566,7500000
1555,15500000
5323,6877310
2241,5600000
7344,4500000
7570,9900000
1381,6990000
5227,6150000
6901,8000000
5229,1760000
5730,20500000
6213,25000000
3168,3500000
5070,3400000
3470,7800000
6266,11500000
2213,12500000
967,12000000
4997,6600000
5545,4250000
1674,45000000
4896,2690000
584,11330000
6960,20000000
4137,19020000
4128,60000000
3595,40000000
5156,3200000
747,8590000
6420,34560000
608,3490000
1266,3300000
4624,1800000
435,9500000
2823,2000000
35,5400000
3845,74900000
923,17304000
6716,6500000
5158,7500000
6004,16000000
5477,3990000
1635,5200000
6860,6790000
6872,8790000
1240,3150000
232,60000000
874,4800000
4381,55000000
4438,1390000
2388,2600000
4989,30000000
2466,32066966
3163,3490000
6461,6500000
4418,10500000
1710,5450000
3025,1300000
5510,31810000
3558,24000000
5524,1900000
4738,3000000
1247,3600000
7276,3150000
1432,10820000
1638,19500000
7157,14500000
3352,4390000
2262,27000000
6277,3650000
1902,10280000
873,43000000
2548,3200000
5088,3250000
2653,14500000
518,4320364
4481,2500000
3618,14600000
6471,14000000
6238,20000000
5685,7283130
864,16040000
1374,3990000
480,5500000
4819,2300000
2715,4888000
7453,3200000
528,8000000
147,4470000
6305,22000000
6972,8800000
3134,5980000
659,8520000
1602,7000000
7147,3200000
3263,3800000
3622,9500000
1254,3970000
4690,1450000
486,12900000
5697,5500000
4861,3650000
1882,8680000
2571,10500000
6243,87780000
207,5450000
3018,4890000
3385,13000000
3692,14805000
6392,29000000
2129,26800000
6924,12000000
7002,6500000
4890,10450000
2840,1690000
2940,3900000
4339,13680700
7675,5578000
3381,4200000
2503,20500000
1843,15000000
1273,4150000
5517,5269000
6635,60000000
6119,2990000
1511,27000000
2347,90000000
4930,3600000
2008,6500000
1031,19300000
4100,12700000
572,13700000
3440,15200000
7121,22500000
6262,8000000
2401,70000000
6597,2390000
1485,6410000
5324,3650000
3623,16790000
5631,3990000
601,4663025
4054,14900000
3003,1690000
1512,15965000
3360,1890000
6166,19900000
458,8100000
5303,11000000
3946,28000000
6318,4990000
657,4100000
355,6690000
349,8850000
6077,12900000
7240,43000000
825,17000000
5673,14800000
5250,20000000
5331,16590000
7006,2820000
5551,6490000
310,8300000
978,70000000
1126,5120000
714,5730000
6293,21500000
2452,25780000
3202,14000000
610,6100000
2137,13500000
3522,31200000
5484,5800000
6448,13900000
6193,2930000
6867,21750000
4019,23500000
3905,14500000
5443,2000000
3078,9120000
246,11000000
1963,10815000
1539,5900000
2139,78614030
6512,6140000
3529,26670000
5411,39900000
834,4196500
1669,12500000
171,25800000
2718,75399820
3554,22490000
7032,30900000
945,25500000
6615,32490000
6956,5608000
2969,3600000
1434,27300000
5625,16590000
1506,28500000
5380,4710000
5587,39990000
494,6080000
3365,3000000
1691,9790000
345,5053703
2000,33530000
328,12500000
2257,39000000
6467,8700000
6152,5922500
667,3981000
649,7999000
7310,5500000
5848,6909240
5502,6990000
1735,21900000
4455,3490000
2229,19500000
1145,2550000
2317,80000000
5593,3800000
5142,6300000
6026,7800000
6846,27000000
6470,39396000
3401,30000000
6852,6000000
5351,12800000
3493,15500000
2988,3970000
720,4664458
2456,31958800
1792,7500000
2441,8600000
5935,15000000
1319,6100000
5763,10290000
3782,22000000
5949,7700000
7641,4100000
2064,8755000
7094,18000000
7256,2800000
22,3300000
777,7800000
558,6000000
4574,3990000
4452,2390000
4973,3090000
5112,1690000
2963,6900000
1655,15320000
4751,1950000
6275,3200000
1407,15500000
3390,16950000
914,16377000
1182,4990000
6160,5400000
7450,3065200
122,12990000
7367,3400000
3028,1400000
6885,22000000
1857,9500000
4437,2800000
5417,4090000
6618,23500000
5214,6900000
1680,15180000
2221,2990000
6746,19000000
5138,6200000
5065,8000000
4472,5000000
2583,4000000
6248,9700000
1891,8623440
5209,5500000
4604,2400000
7074,4200000
5643,11800000
4333,5300000
1570,17500000
2742,39000000
6278,13500000
2646,11000000
5096,3140000
6340,10197000
168,6500000
1251,2740000
3158,5590000
3838,24500000
3454,6800000
1278,2500000
4560,5300000
4797,3750000
1252,3200000
2817,2550000
2517,2790000
4780,1350000
78,7700000
1778,6700000
5737,25000000
2648,64000000
5100,4500000
3761,25300000
5923,7093610
2948,3580000
6079,4200000
2321,6990000
380,6990000
502,15000000
6135,27900000
3959,7500000
3635,31900000
541,8600000
596,16900000
2837,1690000
5481,3999000
2423,9400000
2056,15500000
3012,4930000
4598,6690000
6210,7400000
999,22000000
3384,18450000
6864,50000000
2509,22230000
5727,6375700
6850,8500000
1550,10360000
5910,9900000
1961,78614030
5104,5000000
1150,4000000
2252,6400000
5374,2695000
3883,15300000
2845,2100000
6291,5780000
6660,6489000
6614,19500000
5873,10200000
3020,6900
529,5790000
1962,6869000
459,6800000
1417,20000000
1162,6100000
555,7890000
5823,4200000
4508,12690000
3537,11500000
7031,6800000
2589,12900000
2334,9300000
2297,3600000
2858,5500000
425,5500000
6758,5500000
7000,7700000
3616,11400000
7288,65000000
2307,21300000
6207,7530000
5798,7506640
7142,8000000
2924,1200000
4915,12200000
6722,3299000
1815,6300000
4345,6400000
6693,16900000
1054,8900000
6844,13000000
6650,7800000
6890,29110000
5971,17275000
931,6800000
2929,3250000
3075,8800000
6879,5725000
1767,13250000
1405,18400000
719,9900000
1790,88545810
5885,8330000
161,15900000
4798,3900000
708,4020000
1324,1950000
361,3150000
6639,35456400
2672,13722000
4776,3050000
5989,13900000
2869,1500000
1619,8500000
6871,8900000
2470,4300000
6773,5800000
7079,3840000
5840,7500000
6779,27500000
5192,6300000
5480,4790000
4889,3008800
1423,11000000
3358,1890000
2358,58000000
6380,16807000
6173,16000
373,4880000
2790,1890000
2207,28000000
3666,33000000
2512,93814500
2482,16230000
6359,17900000
643,5150000
1849,8800000
91,5370000
1719,6152000
4668,2250000
6268,13500000
2757,4900000
2750,10700000
4834,4800000
2079,17500000
3610,39700000
6260,11000000
6111,12900000
2123,4250000
2737,23500000
5962,6200000
3192,4680000
5476,15400000
1738,27000000
2559,71257253
6701,41100000
143,6900000
3349,1390000
3474,64000000
6082,8040000
7559,4500000
263,4400000
1559,8200000
4707,6000000
1675,11290000
6371,13000000
2934,1100000
2530,19500000
4184,24518000
684,15210000
2468,8137000
6269,5350000
4557,6900000
1022,30500000
5046,2050000
6800,26000000
3323,1600000
1363,3900000
5783,2750000
5622,6500000
6012,12850000
3348,3600000
4526,2600000
3241,7830000
5326,3300000
4225,19300000
5089,2900000
5916,45670000
2426,11750000
2677,28500000
1873,10000000
1421,23890000
3305,4700000
7586,5720000
6794,6200000
1776,6500000
6945,7500000
2615,94100000
2017,109329690
5312,6500000
418,5800000
1899,6283000
1907,31470000
3152,3650000
6501,5500000
3968,8755000
478,8000000
1281,2050000
6094,2500000
4867,3050000
1705,5950000
722,8750000
3030,9400000
7663,4464000
1173,6300000
3914,90000000
2769,7600000
7430,5490000
4782,2720000
3647,53000
201,6100000
2248,15000000
2501,67780000
2568,44500000
5325,3990000
2710,10500000
6101,49000000
375,8900000
2197,5200000
6530,4800000
3507,67000000
3272,8900000
3314,1750000
2733,32990000
1447,18800000
1651,13800000
2188,4600000
6915,14700000
2799,5800000
38,5500000
3175,9780000
4770,3000000
2741,9500000
3569,35000000
2876,2890000
6862,22500000
1110,3350000
5523,35000000
6398,8000000
1151,2100000
4558,3700000
1531,12000000
5796,15000000
4723,2524000
465,12875000
5384,6990000
876,16000000
6978,14500000
3157,7300000
5772,32500000
763,10500000
7452,3850000
5997,6550000
3101,4800000
1667,21500000
6194,14000000
4835,3100000
3357,1820000
4554,5890000
5123,6890000
4959,1250000
5356,3100000
5706,15800000
2394,2750000
2151,17500000
7495,3700000
3659,22000000
6324,3900000
6910,8000000
1505,14800000
6745,7500000
5315,5690000
442,5665000
4810,3930000
1268,3100000
966,13800000
5470,6400000
2803,2890000
2671,49000000
1052,11134021
56,17300000
3261,2200000
5455,6500000
211,8549000
2238,26670000
1500,22000000
438,6500000
737,8190000
1323,11395900
1697,110511692
1665,9400000
2444,7100000
6673,12650000
5967,9300000
1030,12000000
6878,23400000
867,27810000
6894,7100000
5877,39900000
1527,23500000
6363,32000000
650,7500000
5662,12500000
4876,2150000
3294,1610000
1869,16200000
4946,4350000
344,8200000
2832,2350000
1137,1800000
2797,3990000
4240,12000000
4897,4290000
5564,11400000
402,7416000
779,7000000
113,14940000
1121,4490000
4779,3990000
989,30076000
2442,3770000
6882,6530000
262,4875000
2371,48240000
1397,4880000
1207,3300000
6617,4300000
1044,60550000
1943,18500000
2743,4200000
2093,4800000
4458,2490000
5439,4390000
132,4500000
2629,6200000
5030,2190000
454,5300000
5069,930000
2154,8900000
1745,5900000
2306,5690000
5542,27000000
6926,6700000
1670,108061479
2918,4700000
5843,32000
2759,1800000
1352,1800000
135,7000000
5520,3871000
1736,8858000
1830,8300000
1336,6500000
5678,9500000
5487,22000000
4152,7990000
6382,18500000
4935,5850000
129,4410000
2892,1800000
27,9270000
6095,25900000
1292,4500000
7159,5990000
7102,17500000
7110,3360000
4918,1800000
5738,8550000
5379,22500000
474,11500000
4197,75900000
2547,9900000
2134,7000000
6797,4860000
2636,35560000
1898,7590000
204,16900000
7449,4500000
5124,1890000
4444,1300000
1016,49440000
124,5152000
3266,10900000
7061,7690000
2080,10800000
3199,8020000
3185,3500000
7009,12390000
3226,3900000
682,5590000
6076,25000000
3627,65990000
1846,10100000
1658,16500000
987,4900000
1510,4760000
544,5100000
1411,5990000
3406,24000000
1245,4900000
5259,4100000
5287,14000000
3870,10120000
6556,2950000
925,65000000
3591,42500000
2147,36300000
5494,9200000
66,59000000
4492,2359000
1541,99490000
6692,24360000
4741,7900000
3824,50000
6185,7000000
2057,13909646
5682,14790000
4788,5500000
4141,49500000
5647,4590000
830,5100000
2292,22969000
5012,2890000
231,6500000
804,4600000
6308,5150000
534,7700000
1678,8240000
5221,4950000
3104,2100000
4787,3400000
5726,33990000
957,63200000
195,5100000
784,5000000
641,23000000
5595,16340000
1971,6180000
5899,4100000
4431,5990000
413,6300000
4135,43000000
897,11400000
5521,15990000
1812,9800000
384,10500000
5945,27000000
3155,4400000
1059,8900000
7129,44000000
6017,1800000
421,4552193
603,5650000
732,6500000
1685,19500000
2927,5100000
690,6150000
5445,29000000
4670,3790000
5810,2950000
7158,4900000
3399,4428000
617,6900000
3120,1799000
1644,11590000
3394,10900000
6496,5000000
2552,6300000
3389,12080000
2850,2590000
1972,15500000
785,5400000
6603,20000000
184,12000000
5699,15000000
5284,23500000
2909,4260000
1106,2900000
5372,44900000
688,16000000
149,3300000
748,13750000
379,28000
23,13300000
3615,35500000
1343,4740000
2071,13714450
2395,21770000
1257,3300000
485,14600000
7197,8320000
1250,3350000
106,11500000
1545,12650000
6204,4500000
358,7931000
4892,2900000
1318,3600000
48,12000000
6523,19900000
1503,7250000
6929,13500000
5190,4500000
6636,19610000
6274,13210000
2689,52729900
7017,7800000
4357,18700000
6992,6000000
6428,15000000
7148,22600000
3275,2500000
2965,2450000
7152,24000000
6133,3300000
6970,5400000
2253,51520000
30,10000000
2450,55560000
1284,7700000
2475,15500000
3771,96000000
6224,10815000
174,7100000
2866,2450000
6865,6000000
3524,18000000
5767,2700000
6348,9200000
7035,5800000
7468,19800000
855,6500000
1529,15500000
4753,3250000
6192,9450000
6232,44500000
5530,6250000
3472,26670000
511,11900000
1053,4200000
2462,30500000
5800,6290000
7247,15990000
1024,30600000
6031,5500000
6511,2700000
3007,2650000
394,8498000
5002,4400000
1740,27000000
3652,19970000
1782,25000000
5004,3500000
5578,11900000
1111,2100000
673,8300000
3247,4500000
3009,2400000
6292,12495000
7007,9900000
1243,2670000
2852,4850000
7010,25000000
1799,50000000
2639,18050000
2028,23240000
3413,19000000
6686,7190000
6050,11900000
611,12900000
5488,4430000
7027,7800000
76,5182586
2521,20300000
654,14110000
3748,24000000
4514,3200000
1466,12500000
2010,13800000
385,4970554
80,6500000
2299,2700000
5021,1890000
2980,3500000
2987,4500000
6410,16300000
191,5974000
7155,9990000
6906,13800000
7531,4000000
5709,17900000
2184,4690000
5398,4430000
6957,13500000
2382,3590000
1441,12000000
5478,4500000
6281,10000000
7127,39000000
3964,65000000
6547,2790000
3367,1803000
2237,5000000
245,5286523
1581,37000000
5982,4500000
715,5800000
4502,1000000
6142,6750000
5507,4618520
6863,20500000
1440,44000000
1263,1950000
2620,25500000
5708,9400000
1080,4100000
1910,20000000
6316,35000000
6535,6700000
3835,4500000
3027,1790000
6667,16650000
3304,2800000
658,3300000
2528,21980000
6314,12200000
3321,4790000
2520,5500000
5994,8500000
1350,2100000
7119,18000000
3010,3500000
3420,5520000
3022,5500000
4687,3250000
2804,2650000
4924,1650000
6825,2650000
4376,25500000
6807,36500000
1729,19350000
141,3254867
1659,10900000
2673,4690000
4912,9900000
7565,3900000
6403,17866000
1122,3720000
1191,2990000
5271,5800000
1051,16000000
2908,1500000
3477,8200000
6857,6300000
24,8100000
2277,59900000
266,8790000
4762,3350000
3285,5260000
3594,64850000
6375,2900000
2584,12200000
4000,13690000
4358,17000000
1775,88000000
8,16500000
1119,1450000
2007,5600000
1796,15290000
3310,2190000
412,6600000
6440,4370000
6715,6600000
2116,15390000
1605,40000
6869,17900000
5036,2500000
912,16000000
7169,5900000
2597,4624700
7012,8250000
5249,7200000
3632,42000000
3362,5962240
3672,14000000
2755,4490000
7118,3180000
938,5400000
6060,28900000
738,4429000
5042,6100000
300,7790000
5471,9890000
4932,2990000
2917,5900000
2439,5500000
4605,2850000
4916,3000000
1167,15500000
661,7900000
215,3500000
4931,3650000
6835,5100000
1682,9000000
7492,3011130
7523,4250000
2531,18410000
200,8450000
6755,3590000
4597,1650000
7539,4700000
6628,17150000
5575,10380000
7709,3900000
6481,14000000
4802,4300000
2045,9900000
4111,17900000
595,15500
3411,11000000
4532,3500000
2821,3580000
302,4970000
3444,31500000
3086,6890000
5747,2000000
6035,8500000
7069,7490000
5294,6395270
3612,29000000
1262,2850000
6042,43000000
592,11200000
2612,11900000
3231,2200000
2605,4700000
5797,4390000
6122,15750000
2211,8500000
2686,30000000
4391,16903040
5900,4500000
6295,6380000
1720,4500000
5541,10900000
4639,4500000
7433,4990000
793,4550000
1217,5620000
4871,16050000
2200,2290000
282,7725000
